2722918.72079,False,False
1168996.12664,False,False
1294380.63615,False,False
1243064.26479,False,False
944804.439671,False,False
2068243.16016,False,False
3222445.24973,False,False
1512787.42877,False,False
1953430.06993,False,False
1853959.47816,False,False
1566218.84636,False,False
1908079.85318,False,False
3356548.17286,False,False
1890154.65275,False,False
2574360.32875,False,False
1610667.32871,False,False
1374940.99898,False,False
807400.498885,False,False
1808864.04845,False,False
3233420.641,False,False
2432822.38635,1891279.43051,False
2338787.64847,1949769.00661,False
956680.004416,1932883.97502,False
2164462.50177,1978953.88687,False
957845.544591,1979605.94211,False
1744470.63813,1963417.31601,False
3837715.57796,1994180.83242,False
2126186.09587,2024850.76578,False
1908609.88226,2022609.7564,False
1145167.30451,1987170.14771,False
2188566.06798,2018287.50879,False
1546129.29127,2000189.9807,False
2169429.91678,1940834.06789,False
1516219.13681,1922137.2921,False
2370677.32767,1911953.14204,False
1195853.12876,1891212.43205,False
1057953.32759,1875363.04848,False
2709597.82594,1970472.91483,False
1979494.92731,1979004.45877,False
2486167.08604,1941641.78102,False
2692633.79941,1954632.35168,False
2096022.54596,1942494.09655,False
893083.707399,1939314.2817,False
1944447.17667,1928313.51545,False
3425161.76369,2051679.3264,False
2853641.16606,2107137.8528,False
2612816.5738,2045892.90259,False
1993100.64037,2039238.62981,False
1560915.83437,2021853.92742,False
1103326.76577,2019761.90048,False
1730545.21295,1996860.85773,False
2699070.11073,2054507.8987,False
2379737.37317,2065023.27152,False
2783636.63389,2128394.14638,False
1370866.36251,2078403.59812,False
2160826.22531,2126652.25295,False
1954595.08174,2171484.34066,False
1855941.40472,2128801.51959,False
3158704.19508,2187761.98298,False
2640431.03387,2195475.18037,False
2187433.3418,2170215.15749,False
1264923.19072,2128660.18973,False
2818002.10782,2224906.10975,False
2786061.45468,2266986.82365,False
1958719.1149,2193664.69121,False
2635557.86332,2182760.52608,False
2611888.90576,2182714.14267,False
1240308.18437,2145074.51987,False
1676610.16776,2150859.23654,False
2505838.88544,2220984.84253,False
2554759.68895,2262195.56633,False
1552017.27266,2204842.92442,False
3707101.38085,2271211.12481,False
3154555.43698,2289757.06496,False
1601505.11235,2301289.00245,False
3416276.69306,2364061.52584,False
1653777.46365,2349020.64494,False
3034405.31615,2407943.84051,False
2776608.77949,2388839.06973,False
3275054.44974,2420570.24052,False
3465412.12597,2484469.17973,False
2750447.99066,2558745.41973,False
3184549.6908,2577072.79888,False
2463479.38121,2560943.6952,False
